id,candidato,data_ited,dia,data_pub,texto,sem_texto,rt,likes,replies,views,referenced_tweet_id,conversation_id,p_pos,p_neg,p_neu,intensidade,assimetria,n_tokens,n_moral,n_ind,n_vin,n_ger,b_ind,b_vin,b_ger,mfd_cuidado_virtude,mfd_cuidado_vicio,mfd_justica_virtude,mfd_justica_vicio,mfd_lealdade_virtude,mfd_lealdade_vicio,mfd_autoridade_virtude,mfd_autoridade_vicio,mfd_santidade_virtude,mfd_santidade_vicio,mfd_moralidade_geral,topico,topico_rotulo
1559208905959526400,Lula,2022-08-16,2022-08-16,2022-08-15 13:02:26-03:00,Ação! À meia-noite começa nossa campanha. O Brasil vai voltar a ser um país de esperança!  #EquipeLula,False,3422,20193,1705,0,,1559208905959526400,0.5509366393089294,0.0152949672192335,0.4337683618068695,0.5662316381931305,-0.5356416720896959,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559202562900987911,Lula,2022-08-16,2022-08-16,2022-08-15 12:37:14-03:00,"Vamos trabalhar e fazer o Brasil retomar o crescimento, gerar novas indústrias, mais empregos, aumento de salários, melhorias na educação e saúde. Nós vamos voltar a ter orgulho de ser brasileiro. Quando viajarem, as pessoas vão mostrar o passaporte com muito orgulho.",False,1479,10175,1076,0,,1559202562900987911,0.9261233806610109,0.0127657065168023,0.0611109435558319,0.938889056444168,-0.9133576741442084,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559130443064217601,Lula,2022-08-16,2022-08-16,2022-08-15 07:50:39-03:00,"Bom dia! Amanhã começa a campanha. Hoje estarei com 
@Haddad_Fernando
 em uma aula pública pela democracia na USP. Nos acompanhe também na transmissão nas redes. Uma boa semana pra nós e vamos juntos pelo Brasil!",False,1757,16095,1759,0,,1559130443064217601,0.413219690322876,0.0104327723383903,0.5763475298881531,0.4236524701118469,-0.4027869179844856,20,3,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,"brasil, povo, brasildaesperança, país, vamos"
1558984926694969344,Lula,2022-08-16,2022-08-16,2022-08-14 22:12:25-03:00,"Credibilidade, estabilidade e previsibilidade devem guiar qualquer governo. Temos muitas coisas urgentes para fazer no Brasil e essas três palavras vão guiar nosso trabalho. Vamos trazer de volta a normalidade no país, gerar empregos e acabar com a miséria e a fome. Boa noite.",False,1404,9343,2719,0,,1558984926694969344,0.6901406049728394,0.0250765699893236,0.2847827970981598,0.7152172029018402,-0.6650640349835157,30,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"brasil, povo, brasildaesperança, país, vamos"
1559670439915536387,Lula,2022-08-17,2022-08-17,2022-08-16 19:36:24-03:00,"Que tal ouvir o Lula quando quiser no seu Spotify? Hoje lançamos o primeiro programa do canal do Lula na plataforma. A programação terá podcasts, músicas, playlists e muita história boa pra escutar e compartilhar  #EquipeLula 
lula.com.br/lula-estreia-p
…",False,798,3708,488,0,,1559670439915536387,0.3436844050884247,0.0154758719727396,0.640839695930481,0.359160304069519,-0.328208533115685,29,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,"cirotv, vivo, cirotv br, br, acompanhe"
1559635160798224388,Lula,2022-08-17,2022-08-17,2022-08-16 17:16:13-03:00,"Vim ao ABC hoje, nesse dia tão marcante da minha vida, para dizer que nós vamos ganhar as eleições e recuperar o Brasil. Porque esse país precisa de nós! #BrasilDaEsperança 

: 
@ricardostuckert",False,1398,10175,1292,0,,1559635160798224388,0.907332181930542,0.0073047536425292,0.0853631198406219,0.914636880159378,-0.9000274282880127,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559613301218238465,Lula,2022-08-17,2022-08-17,2022-08-16 15:49:21-03:00,"Vou voltar no ABC com 
@Haddad_Fernando
 como governador. Vai ser a primeira vez que vamos governar ao mesmo tempo o Brasil e São Paulo. E se preparem: nós vamos fazer a maior transformação que esse país já viu. Vai ser a volta do emprego, do salário digno e do Brasil da esperança.",False,1259,11591,1396,0,,1559613301218238465,0.6618928909301758,0.0232986230403184,0.3148084580898285,0.6851915419101715,-0.6385942678898573,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559612225819746307,Lula,2022-08-17,2022-08-17,2022-08-16 15:45:05-03:00,"Bolsonaro mente para os evangélicos. Ele é um fariseu, tenta manipular a fé de homens e mulheres evangélicas que vão à igreja pela sua religiosidade. E conta mentiras todos os dias. Mas quero que ele me ouça: não haverá mentiras ou fake news que nos impeçam de mudar o Brasil.",False,5579,45027,7275,0,,1559612225819746307,0.0555638372898101,0.6679508090019226,0.2764853537082672,0.7235146462917328,0.6123869717121124,27,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559608023349346304,Lula,2022-08-17,2022-08-17,2022-08-16 15:28:23-03:00,"Tudo que eu vivi na vida, que aprendi na política, nas vitórias e nas derrotas, eu devo aos metalúrgicos do ABC. Foi na porta da Volkswagen, da Ford, que a gente conseguiu fazer que a classe trabalhadora brasileira se politizasse e fizesse as greves pela democracia.",False,1046,8601,556,0,,1559608023349346304,0.6849361658096313,0.041807759553194,0.2732560336589813,0.7267439663410187,-0.6431284062564373,23,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559599204460281859,Lula,2022-08-17,2022-08-17,2022-08-16 14:53:20-03:00,"Recado do Lula e da 
@gleisi
 para o povo de São Paulo: sábado teremos um grande ato no Vale do Anhangabaú.  Chegue cedo, a partir das 8h, e registre sua presença no link: 
lula.com.br/sao-paulo-com-
… #EquipeLula",False,1042,5861,910,0,,1559599204460281859,0.1170702576637268,0.0254039783030748,0.8575257658958435,0.1424742341041565,-0.0916662793606519,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"hoje, ciro, dia, amanhã, povo"
1559593295956873221,Lula,2022-08-17,2022-08-17,2022-08-16 14:29:52-03:00,"Lula dá início a campanha em porta de fábrica no ABC 
x.com/i/broadcasts/1
…",False,1502,8693,1410,0,,1559593295956873221,0.0722775161266326,0.021100977435708,0.906621515750885,0.0933784842491149,-0.0511765386909246,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"broadcasts, lula, imprensa, conversa, caminhada"
1559570712976887808,Lula,2022-08-17,2022-08-17,2022-08-16 13:00:08-03:00,"Desenhistas pelo #BrasilDaEsperança. Lula 13 presidente, por 
@crisvector
. Quer participar também? Nos envie seu desenho! #EquipeLula",False,3137,24430,1566,0,,1559570712976887808,0.1106761321425437,0.0215389262884855,0.8677849173545837,0.1322150826454162,-0.0891372058540582,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559538402541899785,Lula,2022-08-17,2022-08-17,2022-08-16 10:51:44-03:00,"Deixe seu perfil sem medo de ser feliz! No link você pode criar sua foto com a marca do #BrasilDaEsperança!  #EquipeLula 
twibbon.com/support/lula-1
…",False,1798,6414,842,0,,1559538402541899785,0.1111612543463707,0.0288351196795701,0.860003650188446,0.1399963498115539,-0.0823261346668005,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559497650885595138,Lula,2022-08-17,2022-08-17,2022-08-16 08:09:48-03:00,"O primeiro passo para reconstruirmos nosso país é vencer as eleições. O Brasil é imenso, por isso eu conto com a ajuda de vocês, nas redes e nas ruas, para levarmos uma mensagem de fé e esperança ao nosso povo. #BrasilDaEsperança",False,5153,21414,1888,0,,1559497650885595138,0.6239710450172424,0.0218039732426404,0.3542250096797943,0.6457749903202057,-0.6021670717746019,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559484792344821762,Lula,2022-08-17,2022-08-17,2022-08-16 07:18:42-03:00,"Aos 50 anos de vida pública, 8 dos quais presidindo o país, volto ao lugar onde tudo começou: a porta da fábrica. Como primeiro ato de campanha, visito a Volkswagen, levando aos trabalhadores uma mensagem de esperança: vamos juntos consertar o Brasil. Bom dia! #BrasilDaEsperança",False,1864,18255,1546,0,,1559484792344821762,0.4655361175537109,0.0150088975206017,0.5194550156593323,0.4805449843406677,-0.4505272200331092,29,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"brasil, povo, brasildaesperança, país, vamos"
1559374499107274753,Lula,2022-08-17,2022-08-17,2022-08-16 00:00:27-03:00,"Meus amigos e minhas amigas. Nossa campanha rumo à vitória começa oficialmente agora. Dizem que basta um passo para não estarmos mais no mesmo lugar. Já caminhamos muito, e se chegamos até aqui foi porque não conseguiram tirar de nós a esperança. Agora é hora de irmos além.",False,7995,43080,2046,0,,1559374499107274753,0.4570957124233246,0.0433419458568096,0.4995623528957367,0.5004376471042633,-0.4137537665665149,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bolsonaro, povo, presidente, pra, porque"
1559330260436525060,Lula,2022-08-17,2022-08-17,2022-08-15 21:04:39-03:00,"Eu não posso falar de eleição aqui na USP, mas eu sei que nos corredores tá todo o mundo falando de eleição. E se vocês querem falar sobre candidaturas, vão ter que ir no Vale do Anhangabaú, sábado às 8h. 
lula.com.br/sao-paulo-com-
…",False,678,5036,412,0,,1559330260436525060,0.0414935685694217,0.0640546381473541,0.8944517970085144,0.1055482029914856,0.0225610695779323,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bolsonaro, povo, presidente, pra, porque"
1560032266042019841,Lula,2022-08-18,2022-08-18,2022-08-17 19:34:10-03:00,"Atenção BH: amanhã tem ato na cidade! O evento é aberto e para todos. Chame seus amigos, familiares e vamos juntos recuperar a esperança, com Lula, 
@geraldoalckmin
, 
@alexandrekalil
, @AndreJanonesAdv e 
@asilveiramg
! #EquipeLula 
lula.com.br/bh-com-lula/",False,1039,6018,874,0,,1560032266042019841,0.2329267561435699,0.0269315205514431,0.740141749382019,0.2598582506179809,-0.2059952355921268,21,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,"hoje, ciro, dia, amanhã, povo"
1560020563900485634,Lula,2022-08-18,2022-08-18,2022-08-17 18:47:40-03:00,Artes pelo #BrasilDaEsperança! Desenho da @artevillar1. Faça parte desse movimento e envie seu desenho. #EquipeLula,False,1347,9825,917,0,,1560020563900485634,0.1479715853929519,0.0224794205278158,0.8295489549636841,0.1704510450363159,-0.1254921648651361,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559998030258098179,Lula,2022-08-18,2022-08-18,2022-08-17 17:18:08-03:00,"Eu sou candidato do povo brasileiro, e quero tratar todas as religiões com respeito. Religião é para cuidar da fé, não para fazer política. Eu faço campanha eleitoral respeitando religião, e não uso o nome de Deus em vão.",False,5021,44296,4976,0,,1559998030258098179,0.2373510003089904,0.299885481595993,0.4627634882926941,0.5372365117073059,0.0625344812870025,23,2,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559972936991244288,Lula,2022-08-18,2022-08-18,2022-08-17 15:38:25-03:00,"Precisamos apoiar micro e pequenas empresas e reestabelecer políticas de incentivo ao setor. Agradeço os empresários que estiveram hoje comigo e com o 
@geraldoalckmin
. Vamos gerar oportunidades, empregos e recuperar a economia brasileira. #BrasilDaEsperança

: 
@ricardostuckert",False,572,3552,698,0,,1559972936991244288,0.7833609580993652,0.0155656738206744,0.2010733634233474,0.7989266365766525,-0.7677952842786908,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559956168239243268,Lula,2022-08-18,2022-08-18,2022-08-17 14:31:47-03:00,"A reconstrução do Brasil é uma responsabilidade nossa. Precisamos, juntos, defender o país que sonhamos, sem fome e com vida digna pro nosso povo. #BrasilDaEsperança 
 
: 
@ricardostuckert",False,682,3182,466,0,,1559956168239243268,0.5554322600364685,0.0251771211624145,0.4193906188011169,0.5806093811988831,-0.530255138874054,14,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559930869284044804,Lula,2022-08-18,2022-08-18,2022-08-17 12:51:16-03:00,"Eu e o 
@geraldoalckmin
 queremos cuidar desse país, gerar oportunidades. Vamos recriar alguns ministérios. O Ministério da Pequena e Média Empresa precisa funcionar.",False,1085,10756,1843,0,,1559930869284044804,0.1243787854909896,0.0392962582409381,0.8363249897956848,0.1636750102043151,-0.0850825272500515,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bolsonaro, povo, presidente, pra, porque"
1559930024303759361,Lula,2022-08-18,2022-08-18,2022-08-17 12:47:54-03:00,"Hoje vendemos metade dos carros que vendíamos em 2010, estamos licenciando metade dos carros que tínhamos em 2010. Tudo caiu pela metade. A única coisa que não diminuiu foi a grosseria e o desrespeito do atual presidente da República com os trabalhadores.",False,807,5891,674,0,,1559930024303759361,0.01664943061769,0.8712422847747803,0.1121082827448844,0.8878917172551155,0.8545928541570902,22,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,"governo, renda, salário, vai, mínimo"
1559929820909289472,Lula,2022-08-18,2022-08-18,2022-08-17 12:47:06-03:00,"Não podemos deixar micro e pequenos empresários fecharem seus negócios por dívidas que contraíram durante a pandemia. O BNDES precisa ajudar os pequenos. O futuro pode até esperar algo novo, mas não podemos deixar que vocês morram, vamos levar à sério a renegociação de dívidas.",False,823,5232,574,0,,1559929820909289472,0.1260668337345123,0.3615076243877411,0.5124254822731018,0.4875745177268982,0.2354407906532287,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"governo, renda, salário, vai, mínimo"
1559899043962138624,Lula,2022-08-18,2022-08-18,2022-08-17 10:44:48-03:00,"Encontro de Lula com empresários de pequenas e médias empresas 
x.com/i/broadcasts/1
…",False,570,3139,344,0,,1559899043962138624,0.0656850263476371,0.0200367514044046,0.9142782688140868,0.085721731185913,-0.0456482749432325,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"broadcasts, lula, imprensa, conversa, caminhada"
1559884317899325440,Lula,2022-08-18,2022-08-18,2022-08-17 09:46:17-03:00,"Minas Gerais é um estado importante e sabe o que aconteceu quando eu fui presidente. Minas respira democracia, desenvolvimento e é para reconstruirmos juntos nosso Brasil que eu espero o povo mineiro amanhã no ato em Belo Horizonte. 
lula.com.br/bh-com-lula/ #BrasilDaEsperança",False,523,2988,407,0,,1559884317899325440,0.4508096873760223,0.0205087717622518,0.5286815762519836,0.4713184237480163,-0.4303009156137705,27,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559882048038469638,Lula,2022-08-18,2022-08-18,2022-08-17 09:37:16-03:00,"Quando eu era presidente, reajustei várias vezes a tabela do Imposto de Renda. O Bolsonaro prometeu e não fez. Nós vamos reajustar a tabela, escolher uma faixa maior para isentar do imposto, penso que por volta de R$ 5 mil. Vamos ter que estudar e discutir sobre isso.",False,1726,14903,1278,0,,1559882048038469638,0.0406299531459808,0.1636802852153778,0.7956897020339966,0.2043102979660034,0.1230503320693969,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"governo, renda, salário, vai, mínimo"
1559866897302265858,Lula,2022-08-18,2022-08-18,2022-08-17 08:37:03-03:00,"Eu não vou chegar aos estados falando mal das pessoas do estado. Em Minas eu vou falar bem do 
@alexandrekalil
. Que é um cara que parece brabo, mas cheio de garra, que tem bom sentimento e que foi um grande prefeito de Belo Horizonte.",False,690,6107,561,0,,1559866897302265858,0.8534440398216248,0.0264348685741424,0.1201210841536521,0.8798789158463478,-0.8270091712474823,22,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,"bolsonaro, povo, presidente, pra, porque"
1559865736759312390,Lula,2022-08-18,2022-08-18,2022-08-17 08:32:27-03:00,"Cansei de fazer atos que a gente não podia falar a palavra voto, não podia pedir voto. E à meia-noite do primeiro dia de campanha eu já acordei pra pedir voto pra 
@JanjaLula
. E ela disse que vai votar em mim, então eu ganhei meu primeiro voto.",False,2348,29325,2445,0,,1559865736759312390,0.5546510815620422,0.0436278283596038,0.4017210900783539,0.5982789099216461,-0.5110232532024384,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bolsonaro, povo, presidente, pra, porque"
1559863740098646016,Lula,2022-08-18,2022-08-18,2022-08-17 08:24:31-03:00,"Temos que construir um clima de paz e cordialidade. Depois das eleições quem ganha governa, quem perde se prepara para a próxima eleição. Você tem que conversar com quem foi eleito. Eu já perdi e já ganhei, e a pessoa tem que saber ganhar e perder com humildade.",False,670,5555,489,0,,1559863740098646016,0.5397011041641235,0.0635678470134735,0.3967310190200805,0.6032689809799194,-0.47613325715065,21,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"bolsonaro, povo, presidente, pra, porque"
1559863217819713536,Lula,2022-08-18,2022-08-18,2022-08-17 08:22:26-03:00,"Uma das primeiras coisas que quero fazer é reconstruir o pacto federativo. E discutir com os estados as propostas de infraestrutura, para que a gente possa gerar condições melhores para a economia e salários para o povo.",False,545,4314,521,0,,1559863217819713536,0.4985603094100952,0.0319674648344516,0.4694722890853882,0.5305277109146118,-0.4665928445756435,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"governo, renda, salário, vai, mínimo"
1559862270183841794,Lula,2022-08-18,2022-08-18,2022-08-17 08:18:40-03:00,"Precisamos recuperar a economia no Brasil, resolver a questão da fome e da miséria. E também recuperar o prestígio e o protagonismo que o Brasil tinha, para, inclusive, ajudar estados como Minas Gerais a exportar e crescer mais.",False,677,5708,1154,0,,1559862270183841794,0.2048371881246566,0.084853671491146,0.7103091478347778,0.2896908521652221,-0.1199835166335105,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559861419176333314,Lula,2022-08-18,2022-08-18,2022-08-17 08:15:17-03:00,"O @AndreJanonesAdv pode contribuir muito para nossa candidatura, fazendo as denúncias que tem que ser feitas contra o aumento dos alimentos, contra a fome. Ele vai ser um grande parceiro nesse processo eleitoral. E vamos precisar de muita gente para reconstruir o Brasil.",False,857,9750,612,0,,1559861419176333314,0.8251757025718689,0.0318924449384212,0.1429318785667419,0.8570681214332581,-0.7932832576334476,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559860164345348096,Lula,2022-08-18,2022-08-18,2022-08-17 08:10:18-03:00,"Bolsonaro estava muito incomodado ontem no TSE, porque ouviu tantas vezes a palavra democracia e críticas às mentiras. Era visível o desconforto. E eu compreendo isso, porque ele não gosta de democracia, e ontem foi um ato em defesa do Estado Democrático no Brasil.",False,6084,66330,11284,0,,1559860164345348096,0.0721005052328109,0.6477625966072083,0.2801368236541748,0.7198631763458252,0.5756620913743973,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
1559858990816772097,Lula,2022-08-18,2022-08-18,2022-08-17 08:05:38-03:00,"Lula fala com a Rádio Super, de Minas Gerais. Amanhã Grande Comício na Praça da Estação em Belo Horizonte 
x.com/i/broadcasts/1
…",False,529,2664,268,0,,1559858990816772097,0.2214454412460327,0.0118824644014239,0.7666721343994141,0.2333278656005859,-0.2095629768446087,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"broadcasts, lula, imprensa, conversa, caminhada"
1559841309350920193,Lula,2022-08-18,2022-08-18,2022-08-17 06:55:23-03:00,"Bom dia! Logo mais, 8h, tem entrevista com Lula ao vivo! Acompanhe nas redes sociais. #EquipeLula",False,496,3641,354,0,,1559841309350920193,0.1067681312561035,0.0081005282700061,0.885131299495697,0.1148687005043029,-0.0986676029860973,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,"broadcasts, lula, imprensa, conversa, caminhada"
1559702868956962816,Lula,2022-08-18,2022-08-18,2022-08-16 21:45:16-03:00,"Junto com a ex-presidenta 
@dilmabr
, levei nossos cumprimentos democráticos ao novo presidente do 
@TSEjusbr
, ministro Alexandre de Moraes.

: 
@ricardostuckert",False,2924,38142,2100,0,,1559702868956962816,0.1764897555112838,0.0287759434431791,0.7947342991828918,0.2052657008171081,-0.1477138120681047,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bolsonaro, povo, presidente, pra, porque"
1560415297563029505,Lula,2022-08-19,2022-08-19,2022-08-18 20:56:12-03:00,"Lula, Alckmin, Kalil e Alexandre no 1° comício da campanha em Belo Horizonte 
x.com/i/broadcasts/1
…",False,745,3799,512,0,,1560415297563029505,0.0438767708837986,0.0220688953995704,0.9340543150901794,0.0659456849098205,-0.0218078754842281,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"broadcasts, lula, imprensa, conversa, caminhada"
1560415133763080192,Lula,2022-08-19,2022-08-19,2022-08-18 20:55:33-03:00,"Hoje foi emocionante. Primeiro comício da nossa campanha. Agradeço o apoio do povo mineiro. Vamos reconstruir o Brasil da esperança!

: 
@ricardostuckert",False,2921,29871,1735,0,,1560415133763080192,0.95058012008667,0.0031783317681401,0.0462415777146816,0.9537584222853184,-0.9474017883185296,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"brasil, povo, brasildaesperança, país, vamos"
